It is the V 3.2 supplement for the 3DSpace Star Database.
64|52897|||||||-329349.21886047|-396635.11231518|856860.75321606|-15.38|F2|0.413
65|75453|136474||||||724876.11997836|-673008.43151747|-147015.69843585|-17.12|G3Ib/II|1.173
66|73828|132927||||||712618.26113145|-691504.41125985|-118305.2532061|-16.06|A9IV(m)|0.461
67|89687|||||||982800.09411448|179037.38370665|-45273.24785387|-15.15||1.47
68|73034|131949||||||244795.37345575|394450.90712725|885711.39978516|-16.53|K|1.564
69|89529|||||||976496.74059812|214931.21629341|-16085.67120558|-13.73||1.57
70|89550|||||||943075.21818067|-226055.40619714|-243943.00156373|-13.24||0.92
71|73152|||||||685419.30548962|-712318.64596531|-151002.75053393|-16.31|F2Ib|0.745
72|89804|168302||||||965447.70157691|260485.68130401|-7616.46481494|-15.76|B4III|0.227
73|108433|||||||-105899.10075492|991207.93302744|-79315.76739726|-15.52|B8|0.058
74|53554|||||||-496315.97844969|236399.25092125|835336.5623054|-13.12|
75|108738|||||||-125846.12295064|989542.82430045|-70473.57924546|-15.73|B5|0.167
76|77242|140406||||||813911.95353933|-579374.60071397|-43263.0526238|-17.93|K2II/III|1.42
77|52157|92490||||||303372.75099478|-952057.53562273|-39373.65836842|-15.94|G2/G3Ib/II|1.081
78|77012|139967||||||845493.0970425|-532340.4253614|41884.52260706|-16.28|K3V:|1.497
79|52191|92554||||||302216.10104459|-952586.5486629|-35258.34563278|-15.52|O9.5III|0.1
80|77569|141444||||||904673.95109271|-262085.60324938|335969.53792541|-16.06|B9.5V|0.163
81|77781|||||||762270.33901665|132057.37320762|633644.07103851|-16.03|G8III|1.176
82|90115|||||||948462.55520258|316833.74425124|5934.84935984|-15.21|M2.5Iabep +B|1.645
83|52021|||||||-200168.90325967|-698211.36037838|687337.62404081|-12.02|K8|1.622
84|77620|140909||||||732183.60620344|-653496.69047559|-191960.19942568|-16.01|B9V|-0.034
85|52531|||||||-484818.0820205|-1476.75576456|874614.52986625|-13.72||-0.12
86|53785|||||||-5258.3610592|-802856.99718048|596147.7493995|-15.27|K7|0.958
87|52621|||||||-55422.24370518|-821054.66799273|568152.06234669|-13.97|M|1.428
88|72605|130534||||||769658.92567596|-628556.84393974|111983.97814159|-16.25|B5V:|0.375
89|89972|348533||||||670461.06583843|697619.96884118|252602.96689556|-14.71|A0|0.169
90|75998|137700||||||742251.01270146|-656874.14314101|-132586.35234013|-17|B5III|-0.014
91|89483|||||||977381.59748061|210864.59729283|-16167.69305556|-14.47||1.39
92|76737|139544||||||884643.56502542|-410985.4968287|220217.79778471|-16.52|K3III|1.5
93|76066|138484||||||652237.66755578|166722.00892569|739452.53138383|-16.21|G5|1.024
94|76449|138956||||||876939.54068794|-432611.40389613|209340.83639584|-16.89|M3III|1.731
95|107404|||||||540673.15193556|462510.82981091|-702678.32156578|-13.08|
96|106290|||||||437069.43643362|727310.60712467|-529140.22921367|-13.67|K7|1.464
97|88506|315033||||||994249.96514502|104481.07252595|-23467.70054424|-16.07|B2Vp|0.099
98|88396|164637|6727|||||991789.84956944|127816.31973968|-3987.00370111|-18.27|B0Ib/II|-0.056
99|88384|164562||||||997612.31472494|50208.21338672|-47421.72311465|-18.31|K4III|1.2
100|91184|171729||||||765745.93987665|629562.1374077|131470.90819314|-15.1|B9|0.17
101|44675|||||||-552102.99798994|-677537.41458023|485927.2529907|-14.03|M8|1.346
102|89218|166734||||||944077.87196261|323593.87986597|63277.17584879|-16.59|O8e|0.881
103|44848|||||||-149127.05440461|-981185.32838763|122619.17270615|-12.96|Gp|0.63
104|45099|79012||||||-511531.84724428|-714371.43289273|477502.33518604|-15.55|K0|1.035
105|44949|||||||393333.55498607|-840240.06788819|-373209.08718366|-13.13||0.605
106|88330|||||||992543.66772046|121808.39882129|-4448.86420753|-17.86|
107|87626|||||||675032.42382489|647056.70126135|354469.85042686|-16.03|M0|1.469
108|45538|||||||-620711.49122823|-488190.4123825|613504.5417727|-14.02|G0|0.65
109|106494|||||||408923.9995015|751850.65656727|-517205.43316958|-15.11|M0|1.689
110|87361|162168||||||997292.30914298|-50069.07263832|-53861.73935805|-16.58|B0.5Iab|0.542
111|87433|316496||||||999572.31812669|26297.23849182|-12790.41154676|-16.42|M0I-M4Ia|3.315
112|88298|164402|6716|||||992197.32335177|124676.09874424|-591.98821615|-19.28|B0Iab...|-0.03
113|45205|||||||-105361.44918462|-989090.69771477|102944.18260477|-12.82|
114|88297|164438||||||983240.40296227|179622.29433171|31211.35374127|-17.52|B0.5Iab|0.249
115|88040|163800||||||992363.67488617|122760.95869804|12003.29761347|-18|O7/O8|0.232
116|88065|164137||||||731753.28164012|609601.27799655|304833.42835377|-16.98|A0|0.016
117|90667|170697||||||621423.47226813|744281.91869889|244698.11181227|-16.19|A0|0.097
118|43614|||||||-741163.54880172|-313125.50468518|593826.3433526|-15.49|K5|1.193
119|43653|76011||||||-622051.64207878|-621754.52326923|475891.97587621|-14.84|M4e-M8.0e|1.5
120|91455|171741||||||909642.84457022|-257032.38241792|-326319.60961285|-15.03|K1IV|1.325
121|43708|||||||-470136.15390493|-815103.70123563|338493.00770325|-13.06|M6...|1.6
122|91577|172062||||||930579.99825786|-198004.95100141|-307920.69881428|-15.9|K2IV|1.528
123|91583|||||||976235.87956208|29575.36307739|-214683.57403299|-13.27|
124|91124|171141||||||942058.11946571|-178454.77383571|-284043.32931304|-16.64|B1III|-0.208
125|43521|||||||-582611.52230532|-690665.4534152|428421.48637727|-15.4|M0|1.754
126|43444|75740||||||-326838.91118003|-924799.45447948|194734.48867355|-15.44|A0II/III|0
127|91419|||||||789404.65802909|605255.52943065|102498.65382747|-13.11|
128|44092|||||||-752914.09330842|-134934.96833877|644138.07229078|-14.41|F5|0.494
129|89726|167756|6839|||||966248.83631579|-144894.28446239|-212999.87985656|-18.7|B0.5Ia|-0.144
130|89440|167263|6823||16|Sgr||982060.50470632|186542.22191406|-27554.06824284|-19.04|B0.5Ib/II|-0.023
131|44197|||||||-688389.68976774|-434864.90754949|580527.93229495|-15.6|K7|1.615
132|89436|167311||||||952035.32135256|303604.63684664|38118.38855928|-16.39|B0Ib|0.937
133|90113|168988||||||978507.98174271|197599.99367432|-58961.58386715|-17.37|K5/M0III:|2.1
134|91370|||||||970552.21659143|-43130.52783288|-236998.69557059|-13.98|
135|89910|167918||||||877358.96595219|-359857.12768241|-317402.28632785|-17.2|B5III|-0.08
136|89729|168112||||||948281.64711533|316164.555169|28318.53962416|-16.49|O5|0.581
137|43946|||||||-268482.59502253|-947199.18816181|175299.54333488|-16.87|F5|0.507
138|87112|||||||843245.30841143|463966.74162177|271426.27341953|-16.19|K2|1.488
139|47812|||||||-475170.80193374|-600445.35260609|643178.25288024|-14.04|K0|1.049
140|83569|154107||||||987264.87220837|-120602.45009628|103743.99705361|-17.65|G8/K0III+..|0.866
141|83506|153771||||||917179.41899763|-385154.39180226|-102164.90905176|-16.17|B3V|0.07
142|83448|153855||||||986236.74028214|-127335.13518112|105463.4624211|-18.03|B2II|-0.073
143|90711|||||||985223.15919153|56071.89665501|-161837.68221904|-13.41|Gp
144|47613|297564||||||77280.84590081|-995967.7518188|45549.30443079|-14.75|F2|0.35
145|84332|155603|6392|||||975979.74008581|-217594.35916591|-10768.63120922|-18.58|K0Ia|2.282
146|47626|||||||-36132.01084474|-983850.02629877|175306.70308033|-12.39|Fp
147|83624|154515||||||738773.04206965|467760.57408935|485195.40242509|-16.4|K0|1.183
148|83658|||||||331330.97092554|730027.60090577|597728.88649378|-16.46|K0|1.235
149|83369|||||||929560.00944038|-360809.08921556|-75727.38146174|-16.09||1.6
150|90658|||||||711402.84667515|-569072.14323562|-412386.94057166|-12.8|Gp
151|48445|||||||-622325.77200298|347593.38207014|701349.0508712|-15.97|K2|1.212
152|107387|||||||143630.02150508|940842.22475281|-306896.23904961|-15.11|B1IV|-0.11
153|48655|||||||-630800.09660238|180073.5392596|754762.18314545|-12.2||-0.33
154|48543|86022||||||189552.39869931|-980853.17836701|-44674.65780911|-15.77|A0/A1III|0.093
155|83151|153477||||||804256.05274352|374655.53435819|461308.47311714|-16.78|K0|1.275
156|83268|153123||||||858266.44120223|-481683.31684792|-177086.35041272|-17.4|B3V|-0.017
157|48307|84981||||||-632521.85810318|289569.62049887|718377.76968404|-15.73|K0|0.9
158|90710|||||||974727.7873966|205757.55750013|-87003.99326332|-14.02||1.44
159|107202|||||||210854.13482003|906097.34894688|-366779.56072426|-15.51|M2|1.837
160|46473|233637||||||-681190.33534879|211203.17628871|700980.75942072|-15.96|K5|1.363
161|85811|158682||||||997419.44923637|-69910.06326641|16336.12117825|-16.66|A1II|0.09
162|46610|||||||93814.82610941|-995329.49563422|-22734.98423149|-13.14||1.51
163|85467|157832||||||948789.97037978|-293285.498625|-117392.54139128|-18.43|B5Vnne|0.184
164|85627|158216||||||980793.59871645|-187794.47596833|-52696.93199149|-16.47|K0/K1III|1.644
165|86869|161796||||||191140.91888135|836784.5577281|513085.61262765|-17.98|F3Ib|0.451
166|91030|171079||||||981792.14319197|35565.22530167|-186599.82456488|-15.5|F3IV|0.622
167|46219|81465||||||-364138.47979567|-830891.1131489|420740.51158707|-15.35|A9V|0.33
168|46292|||||||-637015.07336623|-360757.2729886|681224.42862987|-15.62|M0|1.366
169|106599|205777||||||-193728.92060693|974337.76155045|114603.87301524|-14.28|NV...|1.576
170|106637|205627||||||205423.56697406|924199.99290719|-321954.35693559|-15.73|F8V|0.57
171|47349|298573||||||93117.4998069|-995579.47694635|12226.85538633|-15.26|G5|1.14
172|84578|156134||||||987936.87041488|-153002.3081216|23891.05978615|-16.95|B0Ib|0.594
173|47386|||||||-365607.82144936|-781935.21943875|504883.97199681|-15.8|K5|1.548
174|47579|||||||-643644.9784975|-124160.141789|755186.40151732|-14.56|F5|0.339
175|47523|237828||||||-652528.93247122|261644.47396579|711160.4914062|-15.31|G0|0.512
176|85035|156979||||||954893.29399032|-282663.58565849|-90993.75017082|-18.32|F7/F8Ib/II|0.83
177|106645|||||||440531.26628882|702209.8195216|-559315.1546002|-12.95|A9
178|46746|||||||56179.61198445|-998148.37541891|23292.54747553|-15.46||1.457
179|84713|156425||||||992569.86222293|-113031.33228273|45041.68466012|-17.19|K4V:|1.098
180|85022|157040||||||983514.53949347|-179938.5927765|-17917.24199738|-17.33|B9.5IV|0.134
181|54825|97542||||||-76093.81504534|-642047.80496323|762878.81213381|-16.32|K5|1.357
182|87832|163351||||||984109.34092854|170116.27428597|50884.62576675|-15.26|A0/A1|0.35
183|60228|||||||500698.61474643|-856411.27831616|-125935.29991888|-14.51|A5|0.141
184|111126|||||||-180178.52612127|974447.36254956|-134114.58591691|-15.37|A2|0.053
185|54429|96746||||||136675.23901001|-889170.31043102|436686.13438843|-16.23|G2Iab|0.92
186|55995|99856||||||410391.53273713|-909957.15898258|-59629.41253026|-16.26|O8|0.222
187|59306|||||||332134.35569414|-794695.99195861|508078.51097028|-14.23|Gp|1.02
188|55706|99313||||||386359.76496637|-922344.49908208|-2358.48899823|-16.59|G3II|1.085
189|59687|||||||34543.28232672|-345589.11061152|937750.15881608|-15.16|K2|0.954
190|55689|99185||||||166081.95441612|-850140.80233508|499676.08924344|-17.27|M1III|1.553
191|87816|||||||49199.45412045|865110.05786765|499163.32181105|-14.01|K2III-IV|0.16
192|53451|94798||||||177398.81042376|-941603.95851207|286199.7219044|-17.04|K5III|1.569
193|120212|||||||155995.96470794|-430204.07204745|889151.13444916|-12.76|C5II|3.9
194|60857|||||||500313.42913083|-864591.47303573|46549.18657053|-14.26|B2III|0.172
195|61027|||||||-147918.77925931|92432.37786653|984671.33813902|-14.66||1.168
196|60875|||||||500756.15106193|-864349.77730383|46276.44794165|-14.57|B3IV|0.173
197|60506|||||||-212097.19355099|164844.30118415|963245.8426588|-15.16|K1III|1.04
198|54145|||||||-62104.67637306|-716216.75045971|695108.66872248|-16.52|K7|1.556
199|87818|||||||498226.3242994|760150.26689223|417063.69022441|-15.73|M6|1.263
200|87774|163179||||||994070.86488594|107315.94420003|17503.85307391|-15.42|B8IIsp...|0.631
201|53621|||||||-150028.35508683|-639050.76624683|754390.77612459|-16.17|K2|1.474
202|111020|||||||253619.38015265|673811.31647439|-694013.94098786|-15.26|K0|1.156
203|57471|102385||||||359726.11818652|-901181.39717711|241801.12250258|-16.72|K3III|1.443
204|110697|212537||||||532073.72315725|44530.34829781|-845526.97864776|-15.29|M0e|1.5
205|59144|||||||11380.46765437|-362962.36752237|931734.52491927|-14.91|K5|1.138
206|57393|||||||-230882.88099051|-98205.70796231|968013.39829526|-16.3|G9III|0.98
207|57424|102252||||||-391988.57890692|305603.33038567|867728.59401434|-16.19|K|1.543
208|57690|102762||||||57079.55968101|-574586.64524301|816450.77598676|-16.89|K2|1.501
209|87999|||||||740223.90548048|600505.04158875|302427.29524968|-14.33|R4|1.401
210|59098|||||||356140.87408479|-832268.06177315|424843.70630654|-14.86|Gp...|1.206
211|57598|102596||||||364479.54641222|-899306.71149773|241662.31040281|-16.01|K3III|1.41
212|57653|102728||||||427940.30985487|-903412.24525005|26686.63434408|-17.58|M0III|1.891
213|59154|||||||489938.15918236|-840953.67050228|-229688.58890437|-14.99|Kp
214|110967|239967||||||-245772.94875766|969168.53962523|-17515.2514701|-15.64|B3II|0.33
215|56787|101164||||||-81602.93216627|-445532.76995219|891539.02525787|-16.31|K5|1.564
216|56481|100576||||||-379960.67867955|171674.92564181|908932.90500382|-16.1|K0III|1.167
217|59252|||||||-209239.41500507|49746.93878134|976598.92872574|-15.07|B8|-0.065
218|56449|100606||||||236762.87598434|-867029.4943885|438408.33820394|-16.58|K2III|1.325
219|56980|101517||||||65382.16579453|-650252.11392578|756899.51500706|-17.71|K0|1.107
220|110880|||||||150128.75484188|806870.37394092|-571332.54017461|-15.68|K2|1.375
221|87994|||||||864325.72315324|455762.95449996|212652.7074129|-13.75|A9.5|0.57
222|56839|101314||||||400100.1397391|-915014.10079212|51650.78140274|-17.85|G2Ib|1.052
223|56890|101413||||||422932.37558918|-905668.68009696|-29854.74873933|-16.65|B7/B8II/III|0.072
224|53079|||||||-520043.43103438|568015.34180344|637898.17267588|-16.22|M2|1.68
225|62323|||||||493102.11311802|-792005.50417661|359966.93097883|-13.22|Gp
226|62295|||||||407232.71200864|-669074.19942762|621691.38322655|-14.11|
227|49295|87456||||||139879.65071296|-988276.61189698|61170.22501952|-16.1|B9IV|-0.011
228|49068|87088||||||213224.34608292|-975721.9687844|-50009.13424386|-16.16|A4III|0.329
229|62367|||||||476478.99497051|-764859.14262467|433539.97182683|-13.2|Gp
230|50253|89137||||||167880.25856045|-982750.86311285|77560.95900585|-17.02|O9.5V|-0.043
231|50406|89327||||||37898.98042095|-962035.13414056|270279.14224242|-16.32|K3III|1.429
232|62292|||||||407177.58607843|-669089.43346352|621711.09488822|-14.11|G
233|49474|87860||||||214152.87978744|-976300.84097318|-31210.20853455|-16.46|A0IV|0.08
234|49551|||||||-472197.24855185|-443449.89451936|761828.42477564|-16.03|M0|1.728
235|111559|214181||||||-59615.60069757|935124.49701885|-349266.23539585|-15.88|K2|1.314
236|111773|||||||-328115.26657445|940188.65018114|91567.62558992|-15.46|B8|0.41
237|111756|214586||||||-228653.60947371|969044.55042014|-93106.85471973|-15.87|A2|0.05
238|62982|112027||||||548433.44520125|-835607.95447492|31287.73492369|-15.78|B1Ib|0.585
239|63131|||||||139326.1107447|-178961.76157282|973941.26041294|-15.14|K0|1.06
240|63017|||||||248181.76502585|-355687.35960859|901050.71090415|-15.26|K2|1.461
241|111655|214161||||||510178.34212982|-14222.6375018|-859951.80141945|-15.9|G6:w...|0.773
242|62514|111268||||||530255.31529034|-831874.14528241|163747.87199102|-15.33|G6/G8II/III|1.014
243|48406|85442||||||-535904.80094314|-416148.01949287|734593.44642447|-16.03|B9
244|111727|||||||34433.47736944|870224.13455976|-491450.18884598|-15.7|A0|0.027
245|111715|||||||539852.48759369|-222058.78652296|-811942.41137407|-12.91|
246|50426|89400||||||169246.54124228|-981846.05794556|85630.95523463|-16.13|K2/K3III:|1.315
247|61142|||||||35855.79373725|-207021.93606073|977679.40970261|-15.36|K2|1.27
248|111342|||||||-48686.34296914|935895.89244974|-348894.364168|-16|K5|1.551
249|52411|92982||||||287322.00363607|-957800.99306612|7881.22626261|-16.21|B1II|0.349
250|52180|92418||||||120215.18026131|-952583.81476334|279519.33789702|-16.74|K3III|1.335
251|52233|92439||||||-188166.23136426|-698999.58360731|689922.27060992|-17.27|K2|1.319
252|87646|||||||970769.80222563|-189267.20576065|-147593.62949133|-15.59|G0|0.824
253|52827|93737|4228|||||309714.21958215|-950758.87397622|-11553.46143263|-19.02|A0Ia|0.274
254|87604|||||||69595.3599505|861358.22401009|503208.23870381|-14.1|M8|1.606
255|52512|93126||||||260503.01355888|-963215.29467807|65978.75041067|-16.51|F8II/III|0.934
256|111298|||||||-89438.2336049|954109.42835585|-285787.8606143|-14|A3|0.17
257|52133|303182||||||284138.77273671|-958774.03844467|-4038.42850164|-16.67|B...|0.273
258|51306|91026||||||296935.28346171|-952185.40930969|-71911.77345123|-16.22|B6|-0.04
259|61472|||||||66165.42814121|-223848.07022163|972375.87816562|-14.26|G5|0.764
260|61666|||||||433302.2004468|-755732.99028782|491035.18321446|-14.72|Gp|1.08
261|51112|90548||||||32187.529676|-943170.43489559|330745.00937493|-16.6|M3III|1.579
262|61892|||||||293610.47773487|-535730.52341066|791697.66361532|-13.86||0.44
263|87595|||||||614443.13308119|689554.32284371|383372.53544031|-12.96||0.792
264|52042|92051||||||-417645.13659799|-292533.36507122|860231.19324644|-16.03|A0|-0.055
265|61247|||||||438045.73547752|-792723.63737914|423914.84482626|-15.88|K2|1.266
266|87584|||||||494087.50143317|756967.14263312|427642.75043462|-14.75|M0|1.666
267|51787|91622||||||-331079.25390294|-510909.88312306|793320.86207511|-16.78|K0|1.089
268|55794|||||||229419.50679|-891522.63985805|390579.96894959|-13.27|
269|67426|120238||||||659300.60739757|-689063.9181343|300852.70784401|-16.33|G8III|0.943
270|55825|||||||79412.97430964|-756564.67846406|649078.29749746|-13.22|A9.5:
271|66795|118885||||||626436.88216415|-779434.67646522|7572.32302177|-16.88|G0|1.322
272|55852|||||||-104154.78820816|-501512.95153837|858857.80568507|-14.47|G5|0.82
273|68622|122653||||||319710.50430677|42691.33657943|946553.41504803|-16.95|K0|1.5
274|88991|166021||||||995200.7168517|72754.8855714|-65439.35943075|-14.78|A8/A9III:|0.288
275|68302|122052||||||234672.59418065|122596.1840027|964313.17246533|-17.74|G0III|1.184
276|109340|235739||||||-151209.82630842|986001.03252605|-70258.88643026|-15.88|F7|0.71
277|109326|||||||562588.28153812|140456.16096078|-814719.36535283|-14.34|G2|0.687
278|88759|||||||981059.08700825|193220.0646722|13751.43677225|-13.43|
279|64555|114673||||||562246.78247767|-811872.32633228|-157292.96194232|-16.06|B9.5III|0.146
280|64720|115170||||||558487.54591434|-704827.57904776|437388.2092798|-16.02|K4III|1.493
281|110145|||||||578906.93564528|-161099.7667681|-799321.52621759|-14.46|
282|64268|114382||||||433061.71911391|-522433.84555521|734520.06518646|-16.1|K2III|1.33
283|64359|114441||||||580129.61706555|-804267.69891007|128848.0469712|-16.97|B2IVpe|0.126
284|88639|||||||634584.57316825|698663.72678722|330410.94339046|-15.4||0.626
285|56384|100436||||||-95420.21555723|-462995.44203672|881209.67572242|-15.69|K0|1.049
286|66024|||||||418015.52858172|-320532.61679692|850012.77453765|-16.46|F0|0.346
287|65115|115994||||||273247.46259508|-190892.85477186|942812.89487978|-16.04|K5|0.939
288|56681|||||||-47974.09864575|-510056.14063241|858802.25646083|-15.88|K2|1.383
289|55453|98699||||||-75849.52823789|-586535.58624717|806363.91273716|-15.87|K5|1.385
290|54353|||||||210843.55228521|-931173.32796115|297421.99686586|-15.47|A2|0.164
291|54171|96264||||||348515.13308198|-937197.40575768|-14037.26815888|-15.2|B4V|0.081
292|54363|||||||-57394.72318022|-705764.35950498|706117.57299435|-14.09||1.831
293|54516|||||||-250909.87714288|-382551.24716537|889212.81569736|-14.37|M2|1.603
294|109016|||||||-111756.25676099|988111.46635147|-105569.97033368|-15.25|B8|0.024
295|71374|128232||||||572298.35241499|-75363.93829438|816575.14038695|-16.58|K5|1.45
296|71397|127900||||||730346.58729094|-680397.79377515|60429.12442579|-16.18|B8II/III|0.096
297|53997|308172||||||350299.91871563|-936170.85770679|-29545.52072208|-14|B5III|0.134
298|54154|||||||-341038.8084252|-226192.27143799|912431.16630533|-13.66|B8|0.705
299|71242|127859||||||715050.72897587|-352617.1275279|603624.80884693|-17.13|K0III|1.164
300|89249|||||||419797.85984192|820188.4233486|388665.19183974|-14.06|K5|1.21
301|54963|||||||41051.06094129|-775144.16650168|630448.64884346|-14.98|K7V|1.34
302|54892|||||||156778.97048823|-882028.7030646|444347.22311296|-14.23|Gp|1.717
303|89057|166193||||||993311.63899633|102861.339933|-52455.54204299|-15.75|B9III|0.135
304|109083|||||||266702.67267239|780844.07530499|-564935.15436724|-15.19|M0|1.482
305|69241|123377|5293|||||629819.90233155|-762692.85064953|-147056.92689778|-18.93|K4II|1.718
306|70060|125549||||||613492.02439988|-260038.68260193|745658.81538017|-16.29|K5|1.53
307|89187|166915||||||683991.50696473|672826.68502203|281886.19509137|-15.77|A0|0.14
308|69981|125356||||||641049.37855955|-321236.63871608|697038.15108204|-16.3|M4/M5III|1.691
309|89078|348024||||||658124.44164585|690359.37985628|300459.82007208|-15.46|B8|-0.027
310|89158|166524||||||977675.23537617|210115.50376035|1628.89738629|-15.31|B0Vpe
311|64060|113932||||||563664.95605347|-781643.44353239|267046.7691743|-16.12|G5III|0.913
312|60117|107218||||||281592.69574987|-674463.32704745|682498.26864131|-16.77|M4III|1.499
313|58256|||||||-334837.19554318|230249.84526253|913712.47317349|-14.98|K1III|1.016
314|60053|107155||||||-386937.6520558|489080.78712976|781716.26570157|-17.3|K5|1.56
315|58372|||||||-16107.4994114|-395260.8653431|918427.87969322|-15.62|M0|1.669
316|59698|106391||||||478651.17539302|-877929.14756783|11501.08041236|-16.37|B3Ia|0.763
317|61106|108980||||||274120.48919596|-580034.87603142|767083.37252486|-16.25|K5|1.656
